created_at,entry_id,field1,field2,latitude,longitude,elevation,status
2021-11-25T04:11:44+00:00,128,46.31666666666667,,,,,
2021-11-25T05:11:43+00:00,129,49.95,,,,,
2021-11-25T06:11:42+00:00,130,53.36666666666667,,,,,
2021-11-25T07:11:43+00:00,131,55.65,,,,,
2021-11-25T08:11:45+00:00,132,56.66666666666666,,,,,
2021-11-25T09:11:43+00:00,133,59.35593220338983,,,,,
2021-11-25T10:11:45+00:00,134,62.3,,,,,
2021-11-25T11:11:47+00:00,135,65.86666666666666,,,,,
2021-11-25T12:11:50+00:00,136,68.25,,,,,
2021-11-25T13:11:47+00:00,137,65.68333333333334,,,,,
2021-11-25T14:11:42+00:00,138,55.86666666666667,,,,,
2021-11-25T15:11:50+00:00,139,44.36666666666667,,,,,
2021-11-25T16:11:49+00:00,140,44.31666666666667,,,,,
2021-11-25T17:11:45+00:00,141,43.7,,,,,
2021-11-25T18:11:42+00:00,142,39.21666666666667,,,,,
2021-11-25T19:11:45+00:00,143,35.78333333333333,,,,,
2021-11-25T20:11:42+00:00,144,39.1,,,,,
2021-11-25T21:11:47+00:00,145,42.73333333333333,,,,,
2021-11-25T22:11:43+00:00,146,46.38333333333333,,,,,
2021-11-25T23:11:46+00:00,147,48.93333333333333,,,,,
2021-11-26T00:11:50+00:00,148,54.08333333333334,,,,,
2021-11-26T01:11:43+00:00,149,53.91666666666666,,,,,
2021-11-26T02:11:42+00:00,150,56.71666666666667,,,,,
2021-11-26T03:11:45+00:00,151,55.78333333333333,,,,,
2021-11-26T04:11:42+00:00,152,61.16666666666666,,,,,
2021-11-26T05:11:43+00:00,153,61.83333333333334,,,,,
2021-11-26T06:11:42+00:00,154,64.36666666666666,,,,,
2021-11-26T07:11:43+00:00,155,63.2,,,,,
2021-11-26T08:11:48+00:00,156,64.88333333333334,,,,,
2021-11-26T09:11:42+00:00,157,70.03333333333333,,,,,
2021-11-26T10:11:43+00:00,158,75.58333333333333,,,,,
2021-11-26T11:11:49+00:00,159,79.93333333333334,,,,,
